ID,PEAKID,URL,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M,ELEVATION_FT,STATUS,FIRST_ASCENT_ON,FIRST_ASCENT_BY,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES
KYAS,KYAS,https://nepalhimalpeakprofile.org/kyashar,Kyashar,"Peak 43,Tangnag Tseng",27.755277777777778,86.825,6770.0,22211.0,Opened,18/10/2003,"Bruce Normand,Sam Broderick,Andreas Frank","Kyashar, also known as Thangnaktse or Peak 43, is a peak along the Mahalangur range. It is within the Makalu-Barun National Park.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Sp 5000 (NRs),Sp 400 (USD)
KYAZ,KYAZ,https://nepalhimalpeakprofile.org/kyazo-ri,Kyazo Ri,Kyajo Ri,27.90888888888889,86.67305555555556,6151.0,20180.0,Opened,20/10/2023,"Duncan Wilson,Vincent Marche","Kyazo Ri is one of the classic and isolated peaks situated within the Everest region. It is taken as the high trekking peaks on the Southern ridge and is part of the longest range the Mahalangur Range. 
Kyazo Ri (6,186 m) is situated in the Khumbu Himal just north of Namche
Bazaar. It is the highest summit of a long line of peaks that separate the
Thame Valley to the west and Gokyo Valley to the east and run all the way to
Cho Oyu on the Nepal-Tibet border.
This is a classic trekking peak, seldom climbed, with a wonderfully isolated
base camp. It’s technically pleasing for experienced climbers and the summit
day’s climbing has been compared to that of Ama Dablam, though at only
6,186 m it requires much less acclimatization (and therefore time to do). The normal route is south-facing, catching the sun, and has few objective
hazards such as rockfall or avalanche.
Basecamp is in a pristine, hidden valley known as the Kyajo Drangka, which
requires a long hike to reach it from Mende, about 4 km from Namche
Bazaar. See the fourth edition of the guide book “Trekking in the Everest
Region” for a description.
Reaching Camp 1 from Base Camp is a long day over rough, but non-
technical terrain. Camp 2 is a shorter distance from Camp 1 but the terrain
includes difficult scree and giant boulders. From Camp 2 to the summit is 12
pitches of steep snow and ice, most of which require belaying, with one or
two steep pitches of up to 65° gradient just below the summit.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Sp 4000 (NRs),Sp 250 (USD)
KYR1,KYR1,https://nepalhimalpeakprofile.org/kyunga-ri-i,Kyunga Ri I,,28.29638888888889,85.67055555555557,6599.0,21650.0,Opened,,,Kyunga Ri I lies in Langtang sub-range of the Nepalese Himalayas and is located in the Rasuwa district of Central Nepal.,Bagmati Pradesh,Rasuwa,Gosai Kunda,Langtang,Sp 5000 (NRs),Sp 400 (USD)
KYR2,KYR2,https://nepalhimalpeakprofile.org/kyunga-ri-ii,Kyunga Ri II,,28.30333333333333,85.66472222222222,6506.0,21345.0,Opened,,,Kyunga Ri II which is part of Langtang sub range of the Nepalese Himalayas is located in the Rasuwa district of Central Nepal.,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Sp 5000 (NRs),Sp 400 (USD)
LAMA,LAMA,https://nepalhimalpeakprofile.org/mt-lama,Mt Lama,,29.8608,81.3696,6527.0,21414.0,Proposed to open,,,,Sudhurpashchim Pradesh,Bajhang,Kanda,Gurans,,
LAMJ,LAMJ,https://nepalhimalpeakprofile.org/lamjung-himal,Lamjung Himal,,28.489166666666662,84.19111111111111,6983.0,22910.0,Opened,25/04/1974,"Derrick Chamberlain,Phillip Neame",,Gandaki Pradesh,Kaski/Manang,Madi/Chame,Annapurna,Sp 5000 (NRs),Sp 400 (USD)
LANG,LANG,https://nepalhimalpeakprofile.org/langtang-lirung,Langtang Lirung,Nandanli,28.25611111111111,85.51944444444445,7234.0,23711.0,Opened,24/10/1978,"Seishi Wada ,Pemba Tsering Sherpa","Langtang Lirung is the highest peak of the Langtang Himal, which is the sub range of the Nepalese Himalaya, southwest of the Eight thousander Shishapangma. It forms the western portion of a complex of mountain This complex lies between the Sun Kosi Valley on the east and the Trisuli Gandaki Valley on the west. It lies near the Trisuli Gandhaki and north of the Langtang Khola. Langtang Lirung is very beautiful and excellent massive view of Langtang range. Langang Lirung is clearly visible from Kathmandu. It is situated just 35 km as the crow fly distance north of Kathmandu.",Bagmati Pradesh,Rasuwa,Gosai Kunda,Langtang,Spring 6000 (NRs),Spring 500 (USD)
LANR,LANR,https://nepalhimalpeakprofile.org/langtang-ri,Langtang Ri,Tsogaka,28.38222222222222,85.6863888888889,7205.0,23638.0,Opened,10/10/1981,"Soichi Nasu,Makihiro Wakao,Noboru Yamada,Ang Rinji Sherpa",Langtang Ri is an important mountain peak in Langtang Himal of the Nepal Himalaya. It is the 106th highest peak in the world. It is located on the border between Bagmati zone of Nepal and Tibet autonomous region of China. This glistening mountain separates Nepal with Tibet. This peak is the fragment of series of high peaks including Shishapagma and Porong Ri.,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Spring 6000 (NRs),Spring 500 (USD)
LAPU,LAPU,https://nepalhimalpeakprofile.org/lapuchun,Lapuchun,,28.570555555555558,84.85916666666667,5960.0,19554.0,Opened,,,Lapuchun lies in Shringi sub range of the Nepalese Himalayas and is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Tanje,Spring 4000 (NRs),Spring 250 (USD)
LARK,LARK,https://nepalhimalpeakprofile.org/larkya-peak,Larkya Peak,,28.626944444444444,84.545,6416.0,21050.0,Opened,27/09/2023,"Archil Badriashvili,Giorgi Tepnadze,Bakar Gelashvili","Larky Peak lies in the Manaslu conservation area, on the north of Manaslu North and is visible form the northeast along the Manaslu Circuit trek. It is one of the newly opened treks to enter the Tibetan territory. The main attraction of Larky peak is the panaromic view of the Himalayas including Manaslu, Himlung Himal, Ganesh Himal and Annapurna along with other Tibetan ranges.",Gandaki Pradesh,Manang/Gorkha,Nashong/Chum,Manaslu,Spring 4000 (NRs),Spring 250 (USD)
LASA,LASA,https://nepalhimalpeakprofile.org/lasa,Lasa,,30.13583333333333,81.08416666666666,6189.0,20305.0,Opened,,,,Sudhurpashchim Pradesh,Darchula/NC,Byas/NC,Byas,Spring 4000 (NRs),Spring 250 (USD)
LCHC,LCHA,https://nepalhimalpeakprofile.org/lachama-chuli,Lachama Chuli,"Kubi Kangri,Kubi Dongdong",30.136388888888888,82.20055555555555,6721.0,22050.0,Opened,14/09/2007,"Atsushi Senda,Ryouta Fujii,Keizou Ishikawa,Hiroshi Kobayashi,Kouhei Kotani,Naoki Shimozato,Yuhki Tani",Lachama Chuli which lies in Changla sub-range of the Nepalese Himalayas is located in the Humla district of Mid-Western Nepal.,Karnali Pradesh,Humla/NC,Kharpunath/NC,Changla Himal,Sp 5000 (NRs),Sp 400 (USD)
LCHN,LCHN,https://nepalhimalpeakprofile.org/lachama-north,Lachama North,,30.14333333333333,82.2,6628.0,21745.0,Opened,,,Lachama North which liese in Changla sub-range of the Nepalese Himalayas is located in the Humla district of Mid-Western Nepal.,Karnali Pradesh,Humla/NC,Kharpunath/NC,Changla,Sp 5000 (NRs),Sp 400 (USD)
LDAK,LDAK,https://nepalhimalpeakprofile.org/langdak,Langdak,,27.916944444444447,86.56361111111111,6220.0,20407.0,Opened,05/10/2023,"Dawa Gyalje Sherpa,Nima Tenji Sherpa,Tashi Sherpa",Langdak is in the Rolwaling Himal mountain range of Nepal Himalayas. Langdak is on the boundary of Bagmati Province and Province I. Langdak is on the boundary of Solukhumbu and Dolakha district. Langdak is on the boundary of Khumbu Pasang Lhamu and Gaurishankar gaupalika. Langdak is 4.0km west of Nheserku and 3.3km east of Rolwaling Khang North. Raungsiyar is 1.0km south of Langdak.,Province 1,Dolakha/Solukhumbu,Khumbu Pasang Lhamu,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
LDNG,LDNG,https://nepalhimalpeakprofile.org/langdung,Langdung,,27.947777777777777,86.48416666666667,6326.0,20755.0,Opened,,,Langdung is in the Rolwaling Himal mountain range of Nepal Himalayas. Langdung is an open mountain peak for expedition. Langdung is on the boundary of Solukhumbu and China. Langdung is on the boundary of Province I and China. Langdung is on the boundary of Khumbu Pasang Lhamu gaupalika and China. Langdung is 4.1km northeast of Omi Tso Go. Khang Karpo is 3.5km east of Langdung.,Bagmati Pradesh,Dolakha/NC,Gaurishankar/NC,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
LEOE,LEOE,https://nepalhimalpeakprofile.org/leonpo-gang-east,Leonpo Gang East,Gyalgen,28.2025,85.81777777777778,6733.0,22090.0,Opened,,,,Bagmati Pradesh,Sindhupalchok/NC,Jugal/NC,Jugal,Spring 5000 (NRs),Spring 400 (USD)
LEOG,LEON,https://nepalhimalpeakprofile.org/leonpo-gang,Leonpo Gang,"Dorle Pahad,Longpo Gang,Big White Peak",28.195555555555558,85.80194444444444,6979.0,22897.0,Opened,03/05/1962,"Tadashi Morita,Kazunari Yasuhisa",,Bagmati Pradesh,Rasuwa/Sindhupalchok,Gosai Kunda/Jugal,Jugal,Spring 5000 (NRs),Spring 400 (USD)
LHAS,LHAS,https://nepalhimalpeakprofile.org/lhashamma,Lhashamma,Pinnacle Peak,29.22583333333333,82.74722222222222,6412.0,21037.0,Opened,13/05/1962,"Josephine Scarr,Barbara Spark,Mingma Tsering Sherpa,Pemba Norbu Sherpa",It is also known as Pinnacle Peak. It is part of Kanjiraba sub range of the Nepalese Himalayas and is located in the Mugu and Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Dolpa,Jagdulla/She,Kanjirowa,Spring 4000 (NRs),Spring 250 (USD)
LHAY,LHAY,https://nepalhimalpeakprofile.org/lhayul-peak,Lhayul Peak,,29.97611111111111,80.86888888888888,6397.0,20981.0,Opened,,,,Sudhurpashchim Pradesh,Darchula,Byas/Api,Api Himal,Spring 4000 (NRs),Spring 250 (USD)
LHOM,LHOM,https://nepalhimalpeakprofile.org/lho-tse-middle,Lho Tse Middle,Lhotse Intermediate,27.961111111111112,86.94083333333333,8413.0,27592.0,Opened,23/05/2001,"Sergei Timofeev,Alexei Bolotov,Piotr Kouznetsov,Evgeni Vinogradski","Mount LhoTse Middle is the subsidiary peak to Lhotse and the last peak to be
listed as an eight thousander. The peak elevates to a height of 8,410 m. LhoTse
Middle lies in Khumjung Village Development Committee under Khumbu
Pasang Lhamu rural municipality of Solukhumbu District in Eastern
Development Region of Nepal. It is open for expeditions. It takes
approximately 60 days to climb LhoTse Middle. A flight to Lukla is the entry
point for LhoTse Middle. Sergei Timofeev, Alexei Bolotov, PiotrKouznetsov
and EvgeniVinogradski were the firsts to make its successful ascent on May
23, 2001.
The caravan route for LhoTse Middle begins from Lukla to Jorsalle to Namche
to Khumjung to Pheriche to Lobuche to Gorakshep and finally to the Base
Camp. The total distance of the caravan route through Pheriche is 51.1 km. The
total climbing route length is 12.9 km.
The nearest settlements to the LhoTse Middle is in Lobuche which is situated
8.3 km away. The nearest police and army posts to the LhoTse Middle is in
Namche at a distance of 34.1 km. The nearest health post to the LhoTse Middle
is in Pheriche at 14.9 km. The nearest tourist post to the peak is in Lukla at a
distance of 51.1 km.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Rs (NRs), (USD)
LHOS,LSHR,https://nepalhimalpeakprofile.org/lho-tse-shar,Lho Tse Shar,Lhotse II,27.95833333333333,86.94555555555556,8400.0,27559.0,Opened,12/05/1970,"Josef Mayerl,Rolf Walter","Mount LhoTse Shar is the subsidiary mountain of Lhotse, located to the south
of Mt. Everest. It is 11 th highest peak on Earth. The peak elevates to a height of
8,400 m. Mount LhoTse Shar lies in Khumjung Village Development
Committee under Khumbu Pasang Lhamu rural municipality of Solukhumbu
District in Eastern Development Region of Nepal. It is open for expeditions. It
takes approximately 56 days to climb LhoTseShar. A flight to Lukla is the
entry point for LhoTse Shar. Josef Mayerl and Rolf Walter were the first to
ascendit successfully on May 12, 1970.
The caravan route for LhoTse Shar begins from Lukla to Jorsalle to Namche to
Khumjung to Pangboche to Dingboche and finally to the Base Camp. The total
distance of the caravan route through Dingboche is 39.1 km. The total climbing
route length is 12.1 km.
The nearest settlement to the peak is Dingboche at a distance of 3.8 km. The
nearest army, police and health postsare in Namche which is locatedat a
distance of 22.1 km. The nearest tourist post to the peak is 39.1 km away at
Lukla.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Khumbu,Rs (NRs), (USD)
LHOT,LHOT,https://nepalhimalpeakprofile.org/lho-tse,Lho Tse,,27.961944444444445,86.93666666666667,8516.0,27940.0,Opened,18/05/1956,"Fritz Luchsinger,Ernst Reiss","Mount LhoTse is the fourth highest mountain in the world after Mt Everest, Mt
K2, and Mt. Kanchenjunga. LhoTse in Tibetan mean the “South Peak”. The
peak elevates to a height of 8516 m. LhoTse lies in Khumjung Village
Development Committee under Khumbu Pasang Lhamu rural municipality of
Solukhumbu District in the Eastern Development Region of Nepal. It is open
for expedition. It takes approximately 60 days to climb LhoTse. A flight to
Lukla is the entry point for LhoTse. Ernst Reiss and Fritz Luchsinger were the
firsts to ascent the LhoTse peak on May 18, 1956.
The caravan route for LhoTse begins from Lukla to Jorsalle to Namche to
Khumjung to Pheriche to Lobuche to Gorakshep and finally to the Base Camp.
The total distance of the caravan route through Pheriche is 51.1 km. The total
climbing route length is 10.6 km.
The nearest settlement to LhoTse is Lobuche at a distance of 8.3 km. The
nearest army and police post to LhoTse are at Namche which is 34.1 km away.
The nearest health post is in.Pheriche at a distance of 14.9 km.The nearest
tourist post to the peak is in Lukla which is at a distance of 51.1 km.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Khumbu,Rs (NRs), (USD)
LIK1,LIK1,https://nepalhimalpeakprofile.org/likhu-chuli-i,Linkhu Chuli I,"Pig Pherago Shar,Linkhu Chuli Shar,Big Pherago Shar",27.811111111111117,86.54472222222222,6719.0,22044.0,Opened,,,,Province 1,Dolakha/Ramechhap,Khumbu Pasang Lhamu/Garishankar,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
LIK2,LIK2,https://nepalhimalpeakprofile.org/likhu-chuli-2,Linkhu Chuli 2,"Pig Pherago Nup,Linkhu Chuli Nup,Big Pherago Nup",27.805,86.5261111111111,6659.0,21847.0,Opened,21/10/1960,"Alain Barbezat,Cecile Barbezat,Nawang Dorje Sherpa",,Bagmati Pradesh,Dolakha/Ramechhap,Gaurishankar/Uma,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
LING,LING,https://nepalhimalpeakprofile.org/lingtren,Lingtren,,28.0275,86.85722222222222,6714.0,22028.0,Opened,15/08/2023,"Eric Shipton,Dan Bryant","Lingtren, one of the peaks in the Mahalangur range is 8 km from Mount Everest. It lies in the international border between Nepal and Tibet.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Rs (NRs), (USD)
LMOC,LMOC,https://nepalhimalpeakprofile.org/langmoche-ri,Langmoche Ri,,27.86722222222222,86.55499999999999,6617.0,21709.0,Opened,,,Langmoche Ri is in the Rolwaling Himal mountain range of Nepal Himalayas. Langmoche Ri is on the boundary of Bagmati Province and Province I. Langmoche Ri is on the boundary of Solukhumbu and Dolakha district. Langmoche Ri is on the boundary of Khumbu Pasang Lhamu and Gaurishankar gaupalika. Langmoche Ri is 4.0km south of Raungsiyar and 1.0km north of Tengi Ragi Tau. Dig Cho is 2.9km east and Rolwaling glacier is 1.3km west of Langmoche Ri.,Province 1,Dolakha/Solukhumbu,Khumbu Pasang Lhamu/Gaurishankar,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
LNAK,LNAK,https://nepalhimalpeakprofile.org/lhonak,Lhonak,Rifil Peak,27.83194444444445,88.05722222222222,6070.0,19915.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
LNGK,LNGK,https://nepalhimalpeakprofile.org/langchung-khang,Langchung Khang,,27.85611111111111,88.18138888888889,6475.0,22264.0,Opened,,,,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Sp 5000 (NRs),Sp 400 (USD)
LNJU,LNJU,https://nepalhimalpeakprofile.org/langju,Langju,,28.54583333333333,85.05527777777777,6426.0,21083.0,Opened,,,Langju is part of Shringi sub range of the Nepalese Himalayas and is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha,Chum Nubri,Puchen,Spring 4000 (NRs),Spring 250 (USD)
LNKE,LNKE,,Lunchhung Kamo East,,,,,,,,,,,,,,,
LNPO,LNPO,https://nepalhimalpeakprofile.org/langpo-peak,Langpo Peak,"Langlo,Longpo",27.85333333333333,88.19888888888889,6965.0,22851.0,Opened,,,,,,,,,
LOBE,LOBE,https://nepalhimalpeakprofile.org/lobuje-east,Lobuje East,,27.95833333333333,86.79305555555555,6090.0,19980.0,Opened,24/04/1984,"Larry Nielson,Any Gyaltsen Sherpa",Lobuje peak has two summits East and West. While Lobuje East is recognized for trekking Lobuje West is known for Expedition.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Rs (NRs), (USD)
LOBW,LOBW,https://nepalhimalpeakprofile.org/lobuje-west,Lobuje West,,27.968888888888888,86.78472222222221,6135.0,20128.0,Opened,27/09/1984,"Yuji Kawakura,Yoshihiro Taguchi",Lobuje peak has two summits East and West. While Lobuje East is recognized for trekking Lobuje West is known for Expedition.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Rs (NRs), (USD)
LOS1,LASH,https://nepalhimalpeakprofile.org/loshar-i,Loshar I,Lashar I,27.89611111111111,88.05666666666666,6930.0,22464.0,Opened,12/10/2005,"Andrej Stremfelj,Miha Habjan",,Province 1,Taplejung/NC,Phaktanglung/NC,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD)
LOS2,LAS2,https://nepalhimalpeakprofile.org/loshar-ii,Loshar II,Lashar II,27.88611111111111,88.06694444444445,6860.0,22329.0,Opened,,,,Province 1,Taplejung/NC,Phaktanglung/NC,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD)
LSAM,LSAM,https://nepalhimalpeakprofile.org/lung-sampa,Lung Sampa,,28.052777777777777,86.6613888888889,6100.0,21325.0,Opened,,,Lung Sampa peak lies in Mahalangur range of the Nepalese Himalayas and is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
LSIS,LSIS,https://nepalhimalpeakprofile.org/langshisha-ri,Langshisha Ri,Langsisa Ri,28.216944444444444,85.71638888888889,6412.0,21037.0,Opened,22/04/1982,"Takuya Kajimoto,Pasang Norbu Sherpa","Langsisa Ri used to be a full expedition peak until the Government of Nepal put it under the control of the NMA in 2002. It is situated in the popular Langtang trekking region and is a technically challenging peak being perhaps one of the most difficult of the trekking peaks after Kusum Kanguru. Langsisa Ri is ideal for those who want a Himalayan expedition-style
challenge with a very simple, affordable permit system. Langtang also has the advantage of quick access from Kathmandu with plenty of small peaks to explore and acclimatize on.",Bagmati Pradesh,Rasuwa,Gosai Kunda,Jugal,Spring 4000 (NRs),Spring 250 (USD)
LUGU,LUGU,https://nepalhimalpeakprofile.org/lugula,Lugula,,28.89611111111111,84.26166666666667,6899.0,22634.0,Opened,02/11/2010,Renald Guillaune,Lugula is a sub-range of the Nepalese Himalayas which is located in the Manang district of Western Nepal.,Gandaki Pradesh,Manang/NC,Nar Phu/NC,Lugula,Spring 5000 (NRs),Spring 400 (USD)
LUN2,LUN2,,Lunag II,,28.051905,86.550244,,,,,,,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,"Spring 5000, Autumn 2500, Winter/Summer 1250","Spring 400, Autumn 200, Winter/Summer 100"
LUNA,LUNA,https://nepalhimalpeakprofile.org/lunadhar-khang,Lunadhar Khang,,29.1903,84.1689,5811.0,19065.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Damodar,Spring 4000 (NRs),Spring 250 (USD)
LUNG,LUNG,https://nepalhimalpeakprofile.org/lungchhung,Lungchhung,,29.62833333333333,83.12222222222222,6043.0,19826.0,Opened,,,Lungchhung peak lies in Palchunhamga sub range of the Nepalese Himalayas and is located in the Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchung,Spring 4000 (NRs),Spring 250 (USD)
LUZA,LUZA,,Luza,,27.888105,86.694078,,,,,,,,Solukhumbu,,Mahalangur,,
MACH,MACH,,Machhapuchhare,"Machapuchare, Fishtail",28.498007,83.946192,,,Closed,,,"Machapuchare, Machhapuchchhre or Machhapuchhre (meaning 'fishtail'), is a mountain in the Annapurna Himalayas of north central Nepal. It is revered by the local population as particularly sacred to the god Shiva, and hence is off limits to climbing.",Gandaki Pradesh,,,Annapurna,,
MAHA,MAHA,https://nepalhimalpeakprofile.org/mahalangur-peak,Mahalangur Peak,,28.1069982098,86.5648999547,6464.0,21207.0,Proposed to open,,,,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 4000 (NRs),Spring 250 (USD)
MAK1,MAK1,https://nepalhimalpeakprofile.org/makalu-i,Makalu I,,27.890887,87.08841,8463.0,27766.0,Opened,15/05/1955,"Jean Couzy,Lionel Terray","Mount Makalu, the fifth highest mountain in the world, located in the
Mahalangur range of the Nepal Himalayas, southeast of Mount Everest is in the
border between Nepal and Tibet. Makalu is an isolated peak which is shaped
like a four-sided pyramid. Makalu I and Makalu II are the two notable
subsidiary peaks of Makalu lying 3 km north-northwest of the main summit.
The peak elevates to a height of 8,463 m. Makalu I lies in Makalu Village
Development Committee under Makalu rural municipality of Sankhuwasabha
District in Eastern Development Region of Nepal. It is open for expeditions. It
takes approximately 75 days to summit Makalu I. A flight to Tumlingtar is the
entry point for Makalu I. Jean Couzy and Lionel Terray were the first
mountaineers to successfully ascend the peak on May 15, 1955.

The caravan route for Makalu I begins from Tumlingtar to Bamling to Seduwa
to Sadema to KaloPokhari and finally to the Base Camp. The total distance of
the caravan route through Tumlingtar is 93.7 km.
The total climbing route length is 5.8 km. The nearest settlement to Makalu I is
at Sadema at a distance of 41.4 km .The nearest health post to the peak is in
Murmi Danda which is at 48.6 km away.",Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Rs (NRs), (USD)
MAK2,MAK2,https://nepalhimalpeakprofile.org/makalu-ii,Makalu II (Kangchug Tse),Kangchhungtse,27.915555555555557,87.08055555555555,7678.0,25190.0,Opened,22/10/1954,"Jean Franco,Lionel Terray,Gyaltsen Norbu Sherpa,Pa Norbu Sherpa","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum",Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Rs (NRs), (USD)
MAKA,MAKA,,Makalu,,27.890887,87.08841,,,,,,"Makalu is the fifth highest mountain in the world at 8,485 metres (27,838 ft). It is located in the Mahalangur Himalayas 19 km (12 mi) southeast of Mount Everest, on the border between Nepal and China. One of the eight-thousanders, Makalu is an isolated peak whose shape is a four-sided pyramid.Makalu has two notable subsidiary peaks. Kangchungtse, or Makalu II (7,678 m) lies about 3 km (2 mi) north-northwest of the main summit. Rising about 5 km (3.1 mi) north-northeast of the main summit across a broad plateau, and connected to Kangchungtse by a narrow, 7,200 m saddle, is Chomo Lonzo (7,804 m).By elevation Mount Makalu is# 1 out of 13 in Makalu-Barun National Park# 5 out of 127 in Qomolangma National Nature Preserve# 5 out of 936 in Tibet# 6 out of 866 in Nepal# 6 out of 12241 in China# 5 out of 64 in Tingri County# 6 out of 212 in Eastern Development Region# 1 out of 13 in Sankhuwasabha# 6 out of 3458 in the HimalayasBy prominence Mount Makalu is# 1 out of 13 in Makalu-Barun National Park# 3 out of 127 in Qomolangma National Nature Preserve# 8 out of 936 in Tibet# 7 out of 866 in Nepal# 26 out of 12241 in China# 2 out of 64 in Tingri County# 3 out of 212 in Eastern Development Region# 1 out of 13 in Sankhuwasabha# 14 out of 3458 in the Himalayas",Province 1,Sankhuwasabha/NC,,,,
MALA,MALA,https://nepalhimalpeakprofile.org/malangphulang,Malangphulang,"Melanphlan,Hinku Ri,Melanpulan",27.802777777777777,86.87222222222222,6573.0,21565.0,Opened,28/04/2000,"Peter Carse,Amy Bullard",Malangphulang which lies in Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Spring 5000 (NRs),Spring 400 (USD)
MANA,MANA,https://nepalhimalpeakprofile.org/manaslu,Manaslu,"Kampunge,Kutang I,Peak 30",28.55027777777778,84.56166666666667,8163.0,26781.0,Opened,09/05/1956,"Toshio Imanishi,Gyaltsen Norbu Sherpa","Mount Manaslu, also known as Kampunge is the eighth highest mountain in
the world. It is located in the west-central part of Nepal. Manaslu in Sanskrit
means “manasa” meaning “Intellect” or “soul”.
The peak elevates to a height of 8,163 m. Manaslu lies in Thoche, Dharapani
and Samagaun Village Development Committee of Manang and Gorkha
Districts in the Western Development Region of Nepal. It is open for
expeditions. It takes approximately 65 days to climb Manaslu Peak. A drive to
Dhadingbesi or a drive to Gorkha are the two entry points for Manaslu Peak.
Toshio Imanishi and Gyaltsen Norbu Sherpa were the first to successfully
ascend this peak on 9 May 1956.
Caravan route: There are two caravan routes for Manaslu Peak. The first
begins from Gorkha to Khanchok to Deurali to Gumda to Jagat to Philim to
Bihi to Namrung to Samagaun and finally to the Base Camp. The other is from
Dhadingbesi to Arughat to Jagat to Philim to Bihi to Namrung to Samagaun
and finally to the Base Camp. The total distance of the caravan route through
Gorkha is 120.6 km and through Dhadingbesi is 120.1 km. The total climbing
route length is 12.2 km from the Base Camp.
The nearest settlement to the Manaslu peak is Samagaun at a distance of 1.9
km. The nearest police post from the peak is in Samagaun 1.9 km away. The
nearest Armed Police Force and army posts from the peak is in Dhadingbesi at
a distance of 120.1 km or Gorkha at 120.6 km. The nearest health post from the
peak is in Samagaun at a distance of 1.9 km.",Gandaki Pradesh,Manang/Gorkha,Nashong/Chum,Mansiri,Spring 10000 (NRs),Spring 1800 (USD)
MANN,MANN,https://nepalhimalpeakprofile.org/manaslu-north,Manaslu North,Manaslu II,28.57777777777778,84.55055555555555,7157.0,22946.0,Opened,25/10/1964,"Alfons,Driessen,Jan De Lint,Hubert Schriebl,Ila Tshering Sherpa,Nima Tenzing Sherpa",Manaslu North which is part of the Manaslu sub-range of the Nepalese Himalayas is located in the Manang and Gorkha district of Western Nepal.,Gandaki Pradesh,Manang/Gorkha,Nashong/Chum,Mansiri,Spring 5000 (NRs),Spring 400 (USD)
MANP,MANP,https://nepalhimalpeakprofile.org/manapathi,Manapathi,,28.645555555555557,83.4588888888889,6380.0,20932.0,Opened,20/04/2023,"Reinhold Messner,Leo Dickinson,Eric Jones,Otto Wiedemann",,Gandaki Pradesh,Myagdi,Dhawalgiri/Raghuganga,Dhaulagiri,Spring 4000 (NRs),Spring 250 (USD)
MARD,MARD,,Mardi Himal,,28.473554,83.927243,,,,,,Mardi Himal (5 553m/18 219ft a.s.l.) is a mountain in the Himalayas in Nepal. The prominence is 160m/525ft.By elevation Mardi Himal is# 18 out of 23 in KaskiBy prominence Mardi Himal is# 79 out of 119 in Annapurna Conservation Area# 15 out of 23 in Kaski,Gandaki Pradesh,Myagdi/Kaski,,,,
MARI,MARI,https://nepalhimalpeakprofile.org/mariyang,Mariyang,,29.69333333333333,82.8888888888889,6528.0,21417.0,Opened,,,,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchunghamga,Spring 5000 (NRs),Spring 400 (USD)
