PEAKID,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO
LOBE,Lobuje East,Lobuche East,Khumbu Himal (SW of Pumori),6090,19980,12,2,False,False,True,1978,,1,2,"Other map altitudes:
   6090m - HMG-MT, HMG-Finn, Shangri La
   6105m - NGS/Washburn Everest
   6119m - Nepa, Schneider, Japan MMW, Kielkowski",1984,1,LOBE84101,Apr 25,"USA, Nepal","Larry Nielson, Any Gyaltsen Sherpa",Possibly climbed by Japanese in 1979 (unverified),,"W Pillar (High 167:74 Jul 1996)
NE Face (High 188:21 Jul 1998, 193:17 Dec 1998)
W Buttress (AAJ 66:14 1992) (USA 1991 route)"
LOBW,Lobuje West,Lobuche West,Khumbu Himal (SW of Pumori),6135,20128,12,2,False,False,True,2002,Converted to trekking peak in 2002,1,2,"Other map altitudes:
   6135m - HMG-MT, HMG-Finn, Shangri La
   6145m - Nepa, Schneider, Japan MMW, Kielkowski",1984,3,LOBW84301,Sep 28,Japan,"Yuji Kawakura, Yoshihiro Taguchi",,,
LSHR,Lhotse Shar,Lhotse II,Khumbu Himal (ESE of Lhotse and Lhotse Middle),8382,27500,12,2,True,False,False,,,4,2,"Other map altitudes:
   8382m - HMG-MT, HMG-Finn
   8383m - Schneider, Japan MMW
   8386m - Shangri La, NGS/Washburn Everest
   8393m - Nepa",1970,1,LSHR70101,May 12,Austria,"Josef Mayerl, Rolf Walter",,,"E Ridge (High 133:47 Dec 1993)
S Side (AAJ 64:226 1990) (various routes)
SW Face (AAJ 59:258 1985) (Czech 1984 route)"
LSIS,Langshisa Ri,Langsisa Ri,Jugal Himal (NW of Dorje Lhakpa),6412,21037,8,3,False,False,True,2002,Converted to trekking peak in 2002,1,2,"Other map altitudes:
   6370m - Schneider
   6400m - Japan MMW
   6412m - HMG-MT, HMG-Finn, Shangri La
   6427m - Nepa",1982,1,LSIS82101,Apr 23,"Japan, Nepal","Takuya Kajimoto, Pasang Norbu Sherpa",,,"WNW Face (High 151:11 Jun 1995)
WNW Face (AAJ 69:246-249 1995) (Slovene 1994 route)"
MACH,Machhapuchhare,,Annapurna Himal (SE of Annapurna III),6993,22943,1,5,False,True,False,,Closed,1,1,"Other map altitudes:
   6993m - HMG-Finn, Shangri La, Schneider, Japan MMW, Leomann
   6997m - Nepa",,0,,,,Unclimbed,Rumored that one New Zealander (Bill Denz) summited by the N Ridge-NE Face route in the late 1970s,,
BTAK,Bhairab Takura,Madiya,Jugal Himal (ENE of Dorje Lhakpa on Tibetan border),6799,22306,8,3,True,False,False,,,4,2,"Other map altitudes:
   6799m - HMG-MT, HMG-Finn
   6800m - Japan MMW",1960,1,BTAK60101,May 07,"Japan, Nepal","Kunitoshi Ishihara, Yukihito Kato, Pasang Phutar Sherpa (I)",,,
MAK2,Makalu II,Kangchungtse,Makalu Himal (NNW of Makalu on Tibetan border),7678,25190,14,2,True,False,False,,,4,2,"Other map altitudes:
   7640m - Schneider
   7660m - Shangri La, Japan MMW, Kielkowski
   7678m - HMG-MT, HMG-Finn, Nepa",1954,3,MAK254301,Oct 22,"UK, Nepal","Jean Franco, Lionel Terray, Gyaltsen Norbu Sherpa, Pa Norbu Sherpa",,,
MAKA,Makalu,,Makalu Himal,8485,27838,14,2,True,False,False,,,4,2,"Other map altitudes:
   8463m - Shangri La, Kielkowski
   8475m - Schneider
   8481m - Japan MMW
   8485m - HMG-MT, HMG-Finn, Nepa

Altitude milestones on Makalu:
   Hillary BC - 4850m
   Advanced BC - 5700m
   Makalu La - 7400m",1955,1,MAKA55101,May 15,France,"Jean Couzy, Lionel Terray",,Dyhrenfurth history 1954-1978 (MM 64:46-49 Nov 1978),"E Side (High 155:10 Oct 1995) (from Tibet)
S Face (MM 48:33 Mar 1976, 131:26 Jan 1990) 
S Face (High 161:28 Apr 1996)
W Face (High 130:9 Sep 1993, 179:20-21 Oct 1997)
SE Ridge (MM 16:12 Jul 1971) (Japanese 1970 route)
W Ridge (MM 17:7 Sep 1971) (French 1971 route)
W Face (AAJ 71:302 1997) (various routes)
S Face (AAJ 64:1-3 1990) (various routes)"
MANA,Manaslu,"Kutang I, Peak 30",Manaslu Himal,8163,26781,15,4,True,False,False,,,1,2,"Other map altitudes:
   8156m - Japan MMW, Leomann
   8163m - HMG-MT, HMG-Finn, Nepa, Shangri La

Altitude milestones on Manaslu:
  Fore-summit - 8125-8130m
  Crampon point - 5100m",1956,1,MANA56101,May 09,"Japan, Nepal","Toshio Imanishi, Gyaltsen Norbu Sherpa",,Dyhrenfurth history 1952-1978 (MM 62:38-41 Jul 1978),"E Side (High 212:59 Jul 2000)
N Side (High 219:72 Feb 2001)
SE Side (MM 102:15 Mar 1985)
W Face (MM 84:11 Mar 1982)
NW Ridge (MM 22:14 Jul 1972) (Japanese 1971 route) 
W Face (AAJ 56:70 1982)"
MANN,Manaslu North,Manaslu II,Manaslu Himal (N of Manaslu),6994,22946,15,4,True,False,False,,,1,2,"Other map altitudes:
   6994m - HMG-MT, HMG-Finn
   7154m - Shangri La, Japan MMW, Leomann

Manaslu North is shown as twin peaks of 6994m and 6991m on HMG-Finn map.",1964,3,MANN64301,Oct 25,"Netherlands, Austria, Nepal","Alfons Driessen, Jan De Lint, Hubert Schriebl, Ila Tshering Sherpa, Nima Tenzing Sherpa",1st ascent disputed by Anders Bolinder,,
MANP,Manapathi,,Dhaulagiri Himal (SSW of Dhaulagiri I),6380,20932,4,6,True,False,False,,,1,2,"Other map altitudes:
   6380m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann

Note: There is a slightly higher 6384m peak to the northeast of Manapathi (probably climbed in 1977 by Reinhold Messner's team).",1956,1,MANP56101,Apr 25,"Argentina, Nepal","Emiliano Huerta, Ayiwa Sherpa",1st ascent?,,
MARD,Mardi Himal,,Annapurna Himal (SW of Machhapuchhare),5553,18219,1,5,False,False,True,1978,,1,2,"Other map altitudes:
   5553m - HMG-MT, HMG-Finn, Nepa
   5587m - Shangri La, Schneider, Japan MMW, Leomann",1962,1,MARD62101,Apr 23,"UK, Nepal","J. O. M. Roberts, Ang Tshering Sherpa, Tenzing Nindra Sherpa",,,
MERA,Mera Peak,"""False"" Mera Peak",Khumbu Himal (S of Ama Dablam),6470,21227,12,2,False,False,True,1978,,1,2,"Other map altitudes:
   6470m - HMG-MT, HMG-Finn, Shangri La
   6476m - Nepa, Schneider, NGS/Washburn Everest, Japan MMW, Kielkowski",1953,1,MERA53101,May,"UK, Nepal","J. O. M. Roberts, Sen Tenzing Sherpa","Climbed ""false Mera"" 6476m?  ""True Mera"" unclimbed?",Real Mera? (High 218:77-80 Jan 2001),
MING,Mingbo Ri,,Khumbu Himal (S of Ama Dablam and Mingbo La),6207,20364,12,2,False,True,False,,,1,1,"Other map altitudes:
   6187m - Kielkowski
   6207m - HMG-Finn, Nepa",,0,,,,Unclimbed,,,
NALA,Nalakankar North,,Nalakankar Himal (on W Nepal/Tibetan border),6062,19888,17,7,True,False,False,,,4,2,"Other map altitudes:
   6062m - HMG-MT, HMG-Finn, Nepa, Leomann",2000,2,NALA00201,Jul 06,"Japan, Nepal","Takehiko Yanagihara, Ang Phurba Sherpa",,,
NAMP,Nampa,Chisel Peak,Api Himal (E of Api),6729,22077,2,7,True,False,False,,,1,2,"Other map altitudes:
   6729m - HMG-MT
   6754m - Nepa, Japan MMW
   6755m - Leomann
   6929m - HMG-Finn (in error?)

Nampa was called Chisel Peak by Heim & Gansser after their 1936 exploration of the north side of Api-Nampa.",1972,1,NAMP72101,May 05,Japan,"Fukutoshi Kimura, Susumu Takahashi",,,"S Face (High 175:82 Jun 1997)
S Face (AAJ 71:19 1997) (Slovene 1996 route)

Api-Nampa-Saipal Map (Ghiglione, pg 160)
Api-Nampa Relief Map (AAJ 59:427 Nov 1954)"
NEMJ,Nemjung,,Peri Himal (S of Himlung Himal and Himjung),7140,23425,18,5,True,False,False,,,1,2,"Other map altitudes:
   7140m - HMG-MT, HMG-Finn, Nepa, Leomann

Expeditions to Himlung before 1992 probably climbed Nemjung.",1983,1,NEMJ83301,Oct 27,"Japan, Nepal","Makito Minami, Wataru Saito, Ken Takahashi, Kirki Lama",,,"S Side (AAJ 74:360 2000) (Himlung, Gyajikang & Nemjung)"
NEPA,Nepal Peak,,Jongsang Himal (N of Kangchenjunga on Indian border),7177,23547,7,1,True,False,False,,,5,2,"Other map altitudes:
   7168m - Shangri La, Japan MMW, Kielkowski
   7177m - HMG-MT, HMG-Finn, Nepa",1930,1,NEPA30101,May 24,Austria,Erwin Schneider,Schneider may have only gone to the SW Peak (7130m) in which case the first ascent was by the Germans in 1936,,
NGO2,Ngojumba Kang II,,Khumbu Himal (NE of Cho Oyu on Tibetan border),7743,25404,12,2,True,False,False,,,4,2,"Other map altitudes:
   7646m - Japan MMW
   7743m - HMG-MT, HMG-Finn, Kielkowski

The Ngojumba Kang that is listed as open by the Nepal government is actually Ngojumba Kang II (the second highest)",1965,1,NGO265101,Apr 24,"Japan, Nepal","Naomi Uemura, Pemba Tenzing Sherpa",,,
NGOJ,Ngojumba Kang I,"Ngozumba Kang, Ngozumba Ri, Tenzing Peak",Khumbu Himal (NE of Cho Oyu on Tibetan border),7916,25971,12,2,True,False,False,,Opened in 2014 as Tenzing Peak,4,2,"Other map altitudes:
   7806m - Schneider, Japan MMW
   7916m - HMG-MT, HMG-Finn, Kielkowski

This peak was opened in 2014 under the name Tenzing Peak.",1982,3,NGOJ82302,Nov 02,"S Korea, Nepal","Kim Young-Han, Ang Tshering Sherpa, Dorje Sherpa",,,S Face (MM 120:10 Mar 1988)
NILC,Nilgiri Central,,Annapurna-Nilgiri Himal (NW of Annapurna I),6940,22769,1,5,True,False,False,,,1,2,"Other map altitudes:
   6940m - HMG-MT, HMG-Finn, Nepa, Shangri La, Schneider, Japan MMW, Leomann",1979,1,NILC79101,Apr 30,Japan,"Kohichi Sakata, Yasuo Tsuda",,,
NILN,Nilgiri North,,Annapurna-Nilgiri Himal (NW of Annapurna I),7061,23166,1,5,True,False,False,,,1,2,"Other map altitudes:
   7061m - HMG-MT, HMG-Finn, Nepa, Shangri La, Schneider, Japan MMW, Leomann",1962,3,NILN62301,Oct 19,"Netherlands, France, Nepal","Lionel Terray, H. G. Van Lookern Campagne, P. Van Lookern Campagne, P. F. J. Van Lookern Campagne, Wangdi Sherpa",,,S Spur of E Ridge (High 219:73 Feb 2001) 
NILS,Nilgiri South,,Annapurna-Nilgiri Himal (NW of Annapurna I),6839,22438,1,5,True,False,False,,,1,2,"Other map altitudes:
   6839m - HMG-MT, HMG-Finn, Nepa, Shangri La, Schneider, Japan MMW, Leomann",1978,3,NILS78301,Oct 10,Japan,"Kazuo Mitsui, Taichi Fujimatsu, Yoshiaki Kato, Nobuhito Morota, Seiji Tanaka, Hideki Yoshida",,,
NUMB,Numbur,,Rolwaling Himal (SW of Namche Bazar),6958,22828,19,2,True,False,False,,,1,2,"Other map altitudes:
   6958m - HMG-MT, HMG-Finn
   6959m - Nepa, Shangri La, Schneider, Japan MMW",1963,1,NUMB63101,May 29,"Japan, Nepal","Hiroshi Matsuo, Mingma Tsering Sherpa",,,SW Ridge/S Face (AAJ 66:211 1992)
NUPT,Nuptse,,Khumbu Himal (SW of Everest),7864,25801,12,2,True,False,False,,,1,2,"Other map altitudes:
   7861m - Nepa, NGS/Washburn Everest
   7864m - HMG-MT, HMG-Finn, Shangri La, Kielkowski
   7879m - Schneider, Japan MMW",1961,1,NUPT61101,May 16,"UK, Nepal","Dennis Davis, Tashi Sherpa",1st ascent of W Smt (NUPT-884-01),Dyhrenfurth history (MM 45:22-28 Sep 1975),"NE Face (High 151:16 Jun 1995)
N Face (High 175:84 Jun 1997)
W Face (High 151:16 Jun 1995, 188:18 Jul 1998)  
S Face (High 151:16-17 Jun 1995, 188:19 Jul 1998) (illustrates all sub-peaks of Nuptse)
W Face (AAJ 72:8 1998) (Humar 1998 route)
SE Buttress (AAJ 61:231 1987) (USA 1986 route)"
OHMI,Ohmi Kangri,,Ohmi Kangri Himal (NW of Kangchenjunga on Tibetan border),6839,22438,6,1,True,False,False,,,4,2,"Other map altitudes:
   6839m - HMG-MT, HMG-Finn, Nepa
   7028m - Shangri La, Japan MMW
   7047m - Kielkowski

Early Swiss maps mislabelled Ohmi Kangri as Nupchu.",1985,1,OHMI85101,Apr 14,Switzerland,"Andre Rieder, Alain Vaucher",,,W Side (AAJ 60:216 1986) (Swiss 1985 route)
OMBK,Ombak Himal,,Ohmi Kangri Himal (NE of Ombak La in Tibet),6300,20669,6,1,False,True,False,,,2,1,Range of 5 peaks entirely within Tibet.,,0,,,,Unclimbed?,,,
PALD,Paldor,Bharange,Ganesh Himal (SE of  Ganesh V),5903,19367,5,4,False,False,True,1978,,1,2,"Other map altitudes:
   5903m - HMG-MT, HMG-Finn, Nepa
   5928m - Shangri La, Japan MMW",1949,2,PALD49201,,"UK, Nepal","H. W. Tilman, Peter Lloyd, Tenzing Sherpa, Da Namgyal Sherpa","1st ascent claimed in 1949, but actual 1st ascent may have been in 1974 by John Cleare and Ian Howell",,
PANG,Pangbuk Ri,,Rolwaling Himal (N of Menlung La on Tibetan border),6625,21736,19,2,True,False,False,,Opened in 2002,4,2,"Other map altitudes:
   6625m - HMG-MT, HMG-Finn, Nepa
   6716m - Shangri La, Schneider, Japan MMW

W Summit of Pangkuk Ri:
   6514m - HMG-Finn
   6503m - Schneider, Japan MMW (printed 6053m in transposition error)",2011,3,PANG11301,Nov 11,USA,"David Gottlieb, Chad Kellogg","The Pangbuk that Bourdillon and Colledge climbed on May 29, 1952 was south of Menlung La (thus not Pangbuk Ri)",,
PARC,Parchamo,"Parchermo, Parchemuche, Pachermo",Rolwaling Himal (S of Tesi Laptsa),6279,20600,19,2,False,False,True,1978,,1,2,"Other map altitudes:
   6273m - Nepa, Schneider, Japan MMW
   6279m - HMG-MT, HMG-Finn",1955,1,PARC55101,Apr,UK,"Peter Boultbee, Denis Davis",,,
PATR,Patrasi Himal,Kande Hiunchuli North,Kanjiroba Himal (NE of Kande Huinchuli),6450,21161,10,7,True,False,False,,,1,1,"Other map altitudes:
   6449m - Leomann
   6450m - HMG-MT, HMG-Finn, Japan MMW

Easternmost (and lowest) of a group of three peaks that are northeast of Kande Huinchuli. This group was called Sisne Himal on some earlier Swiss maps.",,0,,,,Unclimbed,,,
PETH,Pethangtse,,Khumbu Himal (NW of Makalu on Tibetan border),6739,22110,12,2,True,False,False,,Opened in 2002,4,2,"Other map altitudes:
   6710m - Schneider
   6730m - Shangri La, Japan MMW
   6738m - NGS/Washburn Everest
   6739m - HMG-MT, HMG-Finn, Kielkowski",1954,1,PETH54101,May 26,"New Zealand, Nepal","Michael Ball, Norman Hardie, Brian Wilkins, Urkien Sherpa",,,
PHUR,Phurbi Chhyachu,Phurbi Ghyachu,Jugal Himal (SE of Dorje Lhakpa on Tibetan border),6637,21775,8,3,True,False,False,,,4,2,"Other map altitudes:
   6637m - HMG-MT, HMG-Finn, Nepa
   6658m - Japan MMW",1982,1,PHUR82101,May 01,"Japan, Nepal","Shintaro Kurokawa, Fumihito Ogawa, Hiromitsu Okamoto, Takashi Shingaki, Hajime Takigami, Ang Phuri Lama, Pemba Lama Sherpa",,,
PIMU,Pimu,Pamalka,Rolwaling Himal (N of Tesi Laptsa),6344,20814,19,2,False,True,False,,,1,2,"Other map altitudes:
   6344m - HMG-Finn, Nepa
   6362m - Schneider, Japan MMW",1955,1,PIMU55101,Apr,UK,"Peter Boultbee, Dennis Davis",,,
PISA,Pisang,Jong Ri,Damodar Himal (N of Marysangdi Valley),6091,19984,3,5,False,False,True,1978,,1,2,"Other map altitudes:
   6081m - Shangri La
   6091m - HMG-MT, HMG-Finn, Schneider, Nepa, Japan MMW, Leomann",1955,1,PISA55201,Jun 10,W Germany,Juergen Wellenkamp,,,
PK29,Peak 29,"Ngadi Chuli, Dakura, Dr Harka Gurung Chuli",Manaslu Himal (S of Manaslu),7871,25823,15,4,True,False,False,,,1,2,"Other map altitudes:
   7835m - Japan MMW, Leomann
   7871m - HMG-MT, HMG-Finn, Shangri La",1979,1,PK2979101,May 08,Poland,"Ryszard Gajewski, Maciej Pawlikowski",1st ascent claimed by Japan (Sumiyoshi) in 1970 (summiters killed in descent),Dyhrenfurth history 1952-1975 (MM 43:37-39 May 1975),"NW Face (MM 43:37-38 May 1975)
E Face (MM 43:38 May 1975)
W Face (MM 43:38-39 May 1975)
E Face (MM 22:16 Jul 1972) (Japanese 1970 route) "
POIN,Pointed Peak,,"Khumbu Himal (N of Cholatse, S of Tshola La)",5850,19193,12,2,False,True,False,,,1,2,"Other map altitudes:
   5638m - HMG-Finn
   5666m - Kielkowski",1953,1,POIN53101,Apr 01,UK,"Wilfred Noyce, Michael Ward, Charles Wylie",,,
POKA,Pokalde,Dolma Ri,Khumbu Himal (N of Ama Dablam),5780,18963,12,2,False,False,True,1978,,1,2,"Other map altitudes:
   5778m - Kielkowski
   5780m - HMG-MT
   5794m - Shangri La, NGS/Washburn Everest
   5806m - Nepa, Schneider, Japan MMW

Altitude not shown on HMG-Finn map.",1953,1,POKA53101,Apr 15,UK,"Tom Bourdillon, Wilfred Noyce, Michael Ward",,,
OMBG,Ombigaichen,Puma Dablam,Khumbu Himal (SE of Ama Dablam),6340,20801,12,2,False,False,True,2002,Opened in 2002 as trekking peak,1,2,"Other map altitudes:
   6340m - HMG-MT, HMG-Finn, Nepa, Shangri La, Schneider, Japan MMW
   6364m - NGS/Washburn Everest, Kielkowski",1960,3,OMBG60301,Nov 18,"New Zealand, Nepal","Jim Milledge, Ang Tsering Sherpa",,,
PUMO,Pumori,,Khumbu Himal (WNW of Everest on Tibetan border),7138,23419,12,2,True,False,False,,,4,2,"Other map altitudes:
   7138m - HMG-MT, HMG-Finn
   7145m - Schneider, Japan MMW
   7161m - Kielkowski
   7165m - Nepa, Shangri La, NGS/Washburn Everest

Altitude milestones on Pumori:
  East Col - 6350m",1962,1,PUMO62101,May 17,"W Germany, Switzerland","Gerhard Lenser, Ernst Farrer, Ueli Huerlemann, Hans Ruetzel",,,"SE Side (MM 97:11 May 1984, High 175:86 Jun 1997)
S Face (AAJ 71:297 1997) (various routes)
S Face (AAJ 61:237 1987) (Scottish 1986 route)
E Side (AAJ 60:231 1986) (various routes)"
PUTH,Putha Hiunchuli,Dhaulagiri VII,Dhaulagiri Himal (W of Churen Himal),7246,23773,4,6,True,False,False,,,1,2,"Other map altitudes:
   7246m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",1954,3,PUTH54301,Nov 11,"UK, Nepal","J. O. M. Roberts, Ang Nyima Sherpa",,,NE Face (High 175:92 Jun 1997)
PYRM,Pyramid Peak,"Pathibhara Chuli, Pathibhara Khas",Jongsang Himal (N of Kangchenjunga on Indian border),7140,23425,7,1,True,False,False,,,5,2,"Other map altitudes:
   7123m - Shangri La, Japan MMW, Kielkowski
   7140m - HMG-MT, HMG-Finn, Nepal",1993,1,PYRM93101,Apr 24,"Japan, India","Yoshio Ogata, Jot Singh Bhandari, Hiroshi Iwazaki, Phurba Lepcha, Sunder Singh Martolia, Lobsang Sherpa, Nobuhiro Shingo",1st ascent claimed by Swiss (Sutter) in 1949 but reached secondary summit,,
RAKS,Raksha Urai,Raksha Urai III,Raksha Urai Himal (ESE of Nampa),6609,21683,2,7,True,False,False,,,1,2,"Other map altitudes:
   6580m - Japan MMW
   6609m - HMG-MT, HMG-Finn
   6628m - Leomann

Leomann Sheet 1 shows the Raksha Urai Himal as a group 6 peaks (four peaks on one ridge with altitudes of 6345m, 6593m, 6628m and 6546m running north to south and an adjoining ridge with two peaks 6633m and 6371m). The 6633m peak is also called Dhaulasiri (and Dhaulagari on other maps).

The HMG-Finn map shows the Raksha Urai Himal as a group 6 peaks (four northern peaks on one ridge with altitudes of 6552m (aka Raksha Urai IV), 6609m (aka Raksha Urai III), 6420m (aka Raksha Urai II) and 6370m (aka Raksha Urai I) running north to south and a southern adjoining ridge with two peaks 6445m and 6638m). The Ministry of Tourism refers to the highest peak of northern group of four peaks as Raksha Urai and the highest peak of the southern group as Dhaulagari (or Dhaulasiri).",2003,3,RAKS03301,Oct 15,"France, Nepal","Arnaud Clere, Catherine Couland, Gael Faroux, Keshab Raj Gurung",,,
RAMD,Ramdung,Ramdong Go,Rolwaling Himal (W of Tesi Laptsa),5900,19357,19,2,False,False,True,1978,,1,2,"Other map altitudes:
   5900m - HMG-MT
   5930m - Nepa, Shangri La, Schneider, Japan MMW

Altitude not shown on HMG-Finn map.",1952,3,RAMD52301,Oct,"UK, Nepal","Tom MacKinnon, Dawa Tenzing Sherpa, Mingma Sherpa",,,
RATH,Rathong,,Simhalila Himal (SW of Kabru on Indian border),6682,21923,9,1,True,False,False,,,5,2,"Other map altitudes:
   6678m - Shangri La, Japan MMW
   6682m - HMG-MT, HMG-Finn, Nepa",1964,3,RATH64301,Oct 29,India,"H. P. S. Ahluwalia, Ang Kami Sherpa, Dorje Latoo Sherpa, Nawang Gombu Sherpa",,,
ROCN,Roc Noir,"Khangsar Kang, Khang Sar Khang",Annapurna Himal (ENE of Annapurna I),7485,24557,1,5,True,False,False,,,1,2,"Other map altitudes:
   7485m - HMG-MT, HMG-Finn, Nepa, Shangri La, Schneider, Japan MMW, Leomann",1969,1,ROCN69101,May 09,W Germany,"Reinhold Obster, Pit Schubert, Karl Winkler",,,
ROKA,Rokapi,Kapchuli,"Api Himal (S of Nampa, Bobaye and Jethi Bahurani)",6468,21220,2,7,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6467m - Japan MMW, Leomann
   6468m - HMG-MT, HMG-Finn",1977,3,ROKA77301,Oct 10,UK,"Thomas Herley, Kelvin McLane",,,
SAIE,Saipal East Humla,,Saipal Himal (NE of Saipal),6925,22720,20,7,True,False,False,,,1,2,"Other map altitudes:
   6907m - HMG-MT
   6922m - Japan MMW, Leomann
   6925m - HMG-Finn

Saipal East Humla is a subpeak on the NE Ridge of Saipal (HMG-Finn shows 6925m, whereas HMG-MT lists a lesser peak of 6907m between 6925m and the main summit of 7030m).",1990,3,SAIP90301,Oct 26,"Switzerland, Nepal","Jacques Montaz, Tendi Sherpa",Saipal East Humla is a subpeak on the NE Ridge of Saipal,,
SAIP,Saipal,,Saipal Himal,7030,23064,20,7,True,False,False,,,1,2,"Other map altitudes:
   7030m - HMG-MT, HMG-Finn, Nepa
   7031m - Japan MMW, Leomann",1963,3,SAIP63301,Oct 21,"Japan, Nepal","Katsuotoshi Hirabayashi, Pasang Phutar Sherpa (I)",,,"E Side (AAJ 67:237 1993)

Saipal BC Map (Jonas, Ho Pasang, pg 3)
Api-Nampa-Saipal Map (Ghiglione, pg 160)"
SHAR,Shartse,"Peak 38, Shanti Shikhar",Khumbu Himal (E of Lhotse Shar on Tibetan border),7591,24905,12,2,True,False,False,,,4,1,"Other map altitudes:
   7589m - Shangri La, Schneider, Japan MMW
   7590m - NGS/Washburn Everest
   7591m - HMG-MT, HMG-Finn, Nepa, Kielkowski

Kielkowski:

Higher W Peak (7591m) known as Peak 38 prior to 1983
         renamed to Shartse II in 1983
         renamed to Shanti Shikhar in 1991
         now also known as Shartse

Lower  E Peak (7457m) known as Junction Peak prior to 1983
         renamed to Shartse I in 1983
         renamed to Shartse II in 1991",,0,,,,Unclimbed,,,
SHA2,Shartse II,Junction Peak,Khumbu Himal (E of Lhotse Shar on Tibetan border),7457,24465,12,2,True,False,False,,,4,2,"Other map altitudes:
   7444m - NGS/Washburn Everest
   7457m - HMG-MT, HMG-Finn, Kielkowski
   7459m - Shangri La
   7502m - Schneider, Japan MMW

Kielkowski:

Higher W Peak (7591m) known as Peak 38 prior to 1983
         renamed to Shartse II in 1983
         renamed to Shanti Shikhar in 1991
         now also known as Shartse

Lower  E Peak (7457m) known as Junction Peak prior to 1983
         renamed to Shartse I in 1983
         renamed to Shartse II in 1991",1974,1,SHA274101,May 23,"Austria, W Germany","Kurt Diemburger, Hermann Warth",,,
SHEY,Shey Shikhar,Junction Peak,Kanjiroba Himal (SE of Kanjiroba and Tripura Hiunchuli),6139,20141,10,7,True,False,False,,,1,2,"Other map altitudes:
   6139m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",2007,2,SHEY07201,Aug 23,Japan,Katsuhito Fujikawa,,,
SING,Singu Chuli,Fluted Peak,Annapurna Himal (Annapurna Sanctuary),6501,21329,1,5,False,False,True,1978,,1,2,"Other map altitudes:
   6499m - Shangri La, Schneider
   6501m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",1957,1,SING57101,Jun 13,UK,"David Cox, Wilfred Noyce",,,W Face-S Ridge (High 226:66 Sep 2001) 
SISN,Sisne Himal,Hiunchuli Patan,Sisne Himal (SW of Juphal in Rukum),5911,19393,10,7,True,False,False,,,1,2,"Other map altitudes:
   5545m - Nepa, Japan MMW
   5810m - HMG-Finn (??)
   5849m - HMG-MT",2013,1,SISN13101,May 26,"Nepal, USA","Man Bahadur Khatri, Alonzo Lyons, Dbruba Bista, Mulal Gurung, Nilam Gurung, Ali Bahadur Khatri, Vinaya Jaya Malla, Amrit Sarki",,,
SITA,Sita Chuchura,,Mukut Himal (ENE of Dhaulagiri II near French Pass),6611,21690,16,6,True,False,False,,,1,2,"Other map altitudes:
   6611m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann

Sita Chuchura is the east summit of a longer ridge that extends to the west. The central main summit is 6662m and the west summit is 6622m (both are unnamed and unclimbed). On some maps the west summit is incorrectly called Mukut Himal.",1970,3,SITA70301,Oct 26,"Japan, Nepal","Masahiko Takahashi, Hiroshi Harada, Nobuyki Hirato, Phurba Kitar Sherpa",,,
SNOW,Snow Peak,,Dhaulagiri Himal (E of Dhaulagiri II),6530,21424,4,6,False,True,False,,,1,1,"Other map altitudes:
   6530m - HMG-Finn",,0,,,,Unclimbed,,,
SPHN,Sphinx,"Pathibhara Phurba, Pathibhara East",Jongsang Himal (NE of Pathibhara on Indian border),6825,22392,7,1,True,False,False,,Opened in 2014,5,2,"Other map altitudes:
   6824m - Shangri La, Japan MMW
   6825m - HMG-MT, HMG-Finn
   6837m - Nepa",1936,1,SPHN36101,Jun,UK,"J. K. Cooke, Frederick S. Chapman, John B. Harrison",,,
SPH1,Sharphu I,Tanga I,Ohmi Kangri Himal (WNW of Kangchenjunga),6433,21106,6,1,True,False,False,,Opened in 2002,1,2,"Other map altitudes:
   6610/6553m - Japan MMW
   6433m - HMG-Finn, Nepa (as Tanga I)
   6463m - HMG-MT
   6522m - Kielkowski
   7070m - Shangri La

Ministry designation of Sharphu peaks as shown on HMG-Finn from North to South:
   6172m - Sharphu IV (same as Nupchu?)
   6076m - Sharphu VI
   6328m - Sharphu II (listed at 6164m by HMG-MT)
   6433m - Sharphu I  (listed at 6463m by HMG-MT)
   6158m - Sharphu V
   6220m - Sharphu III
   6164m - Sat Peak?

Nepa map alternate names:
   6433m - Tanga I 
   6328m - Tanga II
   6158m - Tanga III
   6220m - Marson

Older Japanese maps show other numerical designations for the Sharphu range.
",1963,3,SPH163301,Oct 22,Japan,"Takao Ishinabe, Chiharu Miyamoto, Yuzo Tatsumi",,,
